Label,Sentence
0,아는 것이 원래 좀
0,너는 어떤가 해 가지고
0, 도 좋아하기 때문에
0,사생활 침해가 아닐까요 
0,이 원전에서를 갖다
0,듣는 입장이면
0,어 약간 그런 거는 없는 것 같고
0,네 뭐가 있으면 탈모다 뭐가 있으면 탈모다 이런 게 있어서
0,어떻게 서든지
0,나는 원자력 폐지를 반대하는 입장이야 
0,저기 하지
0,애들한테도 시선 막 한 몸에 잡히고 하니까 
0,체 체감이 되진 않는데 만약 대학교에 가면은 체감이 될 것 같아 
0,하는 거 같아 그래서 그런 게
0,아니면 뭐 오일파스텔 그리기 같은 걸로 돈을 쓰거든 
0,그런 반대에 부딪치면서 이 크루를 만들어 온 사람들이고
0,사람이랑 같이 있으면 안 된다 그런 인식이 있기 때문에
0,굳이 이거를 아 내가 감시받고 있다 생각하는 것보다
0,사실 나는 나물이 훨씬 더 좋아 
0,지금은 친구의
0,언제 만났는지가 뭐가 중요하냐 그러니까 뭐
0,뭐가 다른지 몰라서 한 네 대 다섯 대 보내고 그냥 탄 적도 있었고
0,재밌는 거 같아
0,그 비타민디도 혹시
0,그럼 이제 
0,아 그거 합쳐지니까 그거 하나는 진짜 편한 거 같아 
0,뭐 인형극이라든지
0,나도 이디엠 예전에는 좋아했는데 좋아해서 막 유튜브에
0,이렇게 해서
0,직원 할인 이런 것도 가능할 수도 있으니
0,그래서 그
0,솔직히 말해서 우리 중에서 그쪽으로 취업을 할 사람이
0,벌써 한 년째 하고 있어 
0,너무 막
0,거기 약간 산 속이어 가지고 물도 엄청 시원하고 그렇지 
0,나 어렸을 때 몇 번 그랬는데 
0,그냥 저희는 근데 자연 휴양림 자체가 볼 데는 없어요 
0, 층 버스를 타고 다녔다고 
0,만약에 똑같은 뭐 버버리 트렌치코트다 그러면은 그 가격이 또 다른 거야 그 쇼핑몰 안에서도 입점해 있는
0,나는 이제 그런 강박관념 때문에
0,어 혹시 너 얼마나 됐을 때 좀 그게 쉬워 졌어 
0,내가 시키면은 거의 당일 수준 시간 이내에 배송이 되고
0,리패키지도 아니고
0,왜냐하면 죽음은
0,서울 자전거길 되게 잘 돼 있어서
0,화장실만 중요하면 되고 그런 건 상관이 없더라고 나가서
0,다 이게 할 수 있는 데면은 좋겠는데 일단 독산에는 좀
0,더 풍선 효과를 내서
0,출퇴근 이
0,아니 우리는 저기 뭐야 대리점 가 가지고 기계
0,좀 언니 것처럼 그 클립용으로 된 게 있었으면 좋겠는데 다이소에 그거 없지 
0,근데 저희가 완전 가성비 여행이어 가지고
0,이런 분들 때문에 안락사
0,수익을 내고 싶으면은 그런 쪽보다는 좀 더
0,한정 판매 
0,나 그리고 가야 되니까 
0,아 진짜 
0,그래서 약간 운동을 약간 살려고 하는 그런
0,아직 뭐가 있어 피부에 
0,사실 연락은
0, 는 어떻게 하려나 
0,보고 싶다고 저번에 얘기했었잖아 
0,응 되게 관찰력이
0,그거 이따가 알려 줄게 
0,그거 좀 먹으면 더부룩 하더라고 속이
0,그렇게 많지 않아요 
0,건강 열심히 챙기면
0,아니 근데 나도 너 그거
0,좋은 시설들이 오지를 않는다니까 
0,그것이 가족인 거야 
0,음식 알레르기 같다고 하셨는데 
0,안타까울 때가 많아
0,음 뭐 괜찮았어 
0,보험이 안돼서
0,그 모든 거를 다
0,야구 야구는
0,그런 에이아이들을
0,야채가 제일 중요한 데요 야채가 저희는
0,다들 바빠 가지고
0,나도 강아지를 진짜 좋아하는데
0,근데 얘 얘 토목 예전에 토목과
0,그래서 그냥 보는 게 좋은 거 같아 
0,분야여서 더 좋았던 같
0,그 통인시장이었던 거 같은데 엽전으로 바꿔 갖고
0,어렸을 때까지 합쳐서 기억이 나는 거는 아리랑이었나
0,올림픽에서 큰 성과를 봐야 된다고 봐 뭐든지 간에
0,엄마가 다른 거라 해 가지고
0,그냥 지나칠 수 없어 갖고 할 수 없이 사 갖고 와
0,내 몸 상태가
0,좀 그냥 이해한다 식으로 넘어가면서 다시 연락을 하고
0,할머니 댁이 서해여 가지고
0,다행히 안 늦었지 오늘
0,가사를 내가 보는데 
0,이제는 같은 취미를 좀 가진
0,어디든 가고 싶은 거지 
0,난 듣는 게 더
0,똑똑한 거 같아 그리고 일단 몸이
0,어 다툼이 있었던 게
0,숨이 막혀서 힘들 때가 있었어 
0,그런 것도 있고 그러나 시시 티브이가 있음으로써
0,거기는 보이지 않게
0,아까 네가 말한 그런 문제로
0,이제 아무래도
0,지능을 얹었다라고 생각을 하면
0,일 년 동안 계속 피해 다니다가
0,이 사람한테서 이익을
0,벌써 걔도 성인이라는 거 아니야 이제 
0,그래서 처음에 유행될 때는
0,보고 있어 모르는 사람들이랑 셰어 해서 
0,어쩔 때는 또 그런 생각이 들고 이래 가지고
0,계속 주시를 해야 돼 걔네를
0,그런 영상들이 더 재밌고 사람들 인 이슈가 되고 있는 게 많아서
0,거기에 더 나아가서 필요한 것들을
0,그거에 대한 경계선이 좀 흐려지잖아 
0,이렇게 생산성이 높은
0,요즘에 보는 게 롤 방송 아니면은
0,약간 푸짐하게 
0,저는 그렇게 보고 인제
0,사장님한테 풀어놔도 되는지
0,좀 많이 들었는데 가리지 않고 들었는데
0,치와와는 좀 그렇고
0,반대로 반대로는 이제
0,다가오면 다가올수록 우리 노인들은 더 위축이 된다는 거지 
0,스크린 보고 하는
0,찬성만 해야 하는 게 아니고
0,힘이 나는 거야 
0,좀 더 나타나지 않을까라는 생각에 에이아이 면접이
0,상황이 좀 안 좋아서 뭔가 돈이 많이 필요하고
0,커튼을 달면 좀 낫대 그것이 그래서
0,그때 이제
0,그 좀 열심히 하면은 중견 들어가서 좀
0,더 긴 거리 이런 거야 아니면은
0,절대 간다는 거지 
0,그 식인 물고기는 진짜
0,소액으로 투자를 해서
0,내가 번 돈으로
0,저는 영화는 아니고
0,근데 이렇게 카카오 같이 막
0,그러고 나서
0,안 갔어 겨 장례식장 가고
0,공범 그냥 마피아처럼 그렇게 잡아내는 건데
0,저것도 나의 해당이 되고
0,안 변해
0,딸이 하나 더 있었으면은
0,또 최소 적어도 그래도 목숨 한 개 정도 더 가지고 있어야지 
0,뭐 성급 성급 호텔에서 그런 큰 룸이 많이 나오거든 
0,아니면 내가 직접 옷을 구해다
0,그 정도는 확실하게 숙지를 하고
0,사실 우유로
0,과 그러니까 이제 관중들의 이제 호응을
0,어 그 정신적으로 좋진 않아 
0,체육 시간에 뭐
0,적은 연료로 많은 전력을 만들 수가 있대요 
0,다른 차들은 안 그래 
0,어 내가 더 도와주고 싶은데 못 도와주니까 안타깝기도 해 
0,비대면의 장점이 많기 때문에 예를 들면 또
0,생각하고 남자들도 조금 개선을 해 나가면
0,너는 안 마시잖아 아예
0,한 분 넘게 든지며 던져 달라고
0,아 안 보고 있어 
0,아 그래 물어주고 와야 되나 
0,그래 가지고
0,아 이렇게 생각하니까 호나우지뉴를 내보내야 될 거 같네 이렇게 생각하면 
0,제가 생각하는 집은 되게 이상적이어서
0,웃 웃으면서 잘 말하긴 하는데 속으로는 또 상처 많이 받는 거 같고 그런 거 같아 
0,서울도 좋고 부산도 좋아 
0,그 점 그 한 시간쯤 중에 어느 정도 해 몇 시 몇 분 정도 해 
0,그것도 그렇고 어
0,대체 방안이나
0,음 근데 그래도 막 계속 떼쓰고 이러면
0,데려 오면 되게 이쁘겠다 
0,먹고 그러면 되긴 하는데
0,다 막고
0,근데 그중에서도 이번에 좀 나한테 필요하다고 생각했던 것이 애플 워치랑
0,어차피 활동이 끝나 가지고 이제 음악 차트 음원 차트
0,그러니까 난
0,그냥 가볍게 얘기 한 번 해 본 거야 
0,멕시칸 음식 그렇게 종류별로 해서 여러 가지 좀 같이 먹으면
0,왜냐하면은 스리디 업종 같은 것을 통해서만 생계를 이어 나갈
0,제 역할을 잘 못 해주는 거 같은 느낌이 들긴 하더라 
0,혼자 있는 시간이 많지만
0,너희 동생도
0,아무리 제사라고 음식을 차린다고 하지만은
0,우리 동네 공원 앞에
0,난 비투비 노래가
0,그 극우 성향의 사람 있지 좌파들 뭐
0,상황이 안 좋으면 그걸 가족들이 결정을 해야 한다는 거잖아 
0,아 최근에는 산 쪽으로 기울었다
0,아빠 벨소리 
0,직원 할인가로 살 수 있는데
0,어 그냥 방관하고
0,그건 쪼금 좋지 않은 게 그게 너무 매달려서
0,푸른색 뭐 그런
0,일을 안 하면은 거기 있을 있을 수가 없잖아 있을 수가 없고 거기서 나는
0,오 되게
0,나 친한 거 
0,사실 지금 당장에 불치병인 거지 쪼금 더 버텼을 때 치료될 가능성이 있는
0,나는 나는 그런 스타일인데 
0,그런 걸 못 하니까 
0,근데 이 스마트폰 때문에
0,뭐 과거라고 생각하고 그 사람들 좀
0,그거에 대해서 수요도 다양하고 근데
0,이제 근데 내가 선택할 폭이 너무 좁지 문과다 보니까 
0,그때 가서 파양할 수도 없고 버릴 수도 없고
0,이렇게 좀 이렇게
0,청년지원제도 같은 게 은근히 많아서
0,아닐 수도 있지만 나는 적어도 마이클 잭슨의 무대를 보면서
0,어 좀 재밌어 알람 해 놓고 볼 정도로
0,있는 중이거든 
0,그런 나라들을 많이 가는 것 같고 뭐 동남아나 쪼금
0,그런 상황 저런 상황 뭐 아픈 거를 붙잡고 있다가
0,약간 좀
0,다 같이 
0,그래서 이제 전교 등이면 선생님들이 관심이 많잖아 그래서
0,쪼금 예민해
0,주최 측에서 얘기를 해 줘야 되는데
0,누군가를 만날 때
0,나도 그 당시는 젊었으니까
0,친구들 뭐
0,건강검진 그 업체가 괜찮은 거 같은데 왜냐하면
0,물론 뭐 엄마가 나를 나를 위해서 그래도 뭐 반찬도 사 놓으시고 막 그러긴 한데
0,그 노래 자체가 이제 어렸을 때
