Label,Sentence
0,첫인상이 되게 중요하다고 생각을 하잖아
0,거기서 아예 슈브제를 팔더라고 그 지하 매장에서
0,학교 가는 시간 대신에
0,안 뽑지 위험하니까 
0,그렇지 그래서 나도 지금은
0,그래서 좀
0,또 지자체마다
0,그 한국 그 막 기업들이 와 가지고
0,또 그 영화를 지금까지도 한 번 시간 날 때마다 한 번씩 보는 예
0,근데 잘 어울려 
0,이 모든 직업을 대체할 순 없겠지만
0,더 그런 식감을 좋게 만들거나
0,이게 또 그런 프로그램에서는 이제
0,그래서 강아지 생일을 크 매년 크리스마스 때
0,맞아 맞아 그거는 진짜 신기해 
0,나는 선배를 대하는 게 더 편한 거 같아 
0,요즘 오징어 게임이
0,아 아직은 시기상조가 아닐까 
0,하는 것도 괜찮은 거 같네
0,근데 이산화탄소는 신재생 에너지나 원자력 발전소에도
0,그래서 나는
0,혹시 미어캣 이런 건 알고 있니 
0,훨씬 빠르긴 하더라 
0,왜냐하면 기왕 쉴려고 가는 거면 갈 때도 편하게 갔다 와야지 
0,사람이 근로를 하고
0,느낌인데 그 인스타같은 에스엔에스 같은 데
0,다 해 보고 나니 내가
0,엔지오 단체랑
0,조금 오보에 해당하는 그런 기준을 잡아야 된다고 생각해 
0,내가 사는 아파트 근처에 이제 요양 시설이 생겨서
0,나중에는 주택가 없애고
0,조금 안심이 될 수 있겠지만
0,무지하게 년을 넘게 챙겨 줬다 
0,솔직히 극단적으로 얘기하면
0,아파트 현관도 그렇고
0,뭐 아빠 수술하고 그랬었잖아 
0,자기는 주식 뭐해 
0,돌아오기까지 자기 스스로 결정을 하고
0,그런 좋은 것도 있는 것 같아 
0,보는 거 같아 
0,사실상 내가 얼마 전에 봤었던 기사에서도
0,응 그러니까 친구
0,아니면 뭐 우리
0,하늘이 도와 주셔야 되는 거니까 저는 그래서
0,우정 자체가 나한테 크게 다가오는 어떤 의미는 없어서
0,싸움을 하면은
0,같은 데를 갔었잖아 
0,오징어 게임 그 안에서 보면은
0,공장을 예로 들었잖아 
0,이게 이제 당장 돌아가시는 건 아니거든 그러니까
0,많은 학습 영상들이 진짜 많긴 하더라고 
0,더 심하지 당연히
0,어 그럼 내년에
0,몸이 진짜 아
0,매력은 없어진 것 같고
0,동물을 키우면은 시고
0,그 노래 뮤직비디오랑
0,서로 밀접하게 접촉하지 않고도 할 수 있는 그런 기술들이 더 이렇게 발전하고 있는
0,아 그냥 뭐 말 안 하려고 하는 거 내가 꼬치꼬치 물어봤는데
0,어 그랬는데
0,뭐라 해야 되지 기관이란가 
0,어쩌라고 이과야
0,그 가족 여행은
0,아 맞아 아 너 그거 봤어 그 터키즈 
0,상업들이 좀 활성화가 되지만 시즌이라 하더라도
0,어 그래서 완전 그냥
0,그래서 내가 좀 그렇게 생각하고 있어 언니 그 친구들하고 잘 지내서
0,어 말은 뭐 얼마든지 많이 해도 되긴 하는데
0,그런 그런 류의 프로그램
0,너무 사고 싶어 
0,그래서 내가 세 달 정도 기타를 배우고 이제 혼자 독학을 했지만
0,그랬더니 옆에서
0, 년짜리로 해 가지고
0,통영 혹시 가 본 적 있어 
0,뭐 예를 들어 엘엔지 사고 같은 경우에는 반경 그냥 쑥대밭이 돼버리니까는
0,제사랑은 아무래도 좀 거리가 있는 사람들이고
0,근데 그 중소기업이
0,찬성을 하는 입장인데
0,데이터 무제한이지 
0,양산에서 탔을 때는 처음 타본 거라서
0,회전 초밥이라고 불렀지 않냐 
0,아 근데 믹쏘 별로 내 스타일 아닌데
0,드라마 오에스티나 이런 거 부르고
0,지금 이 비대면 사회가 왔기 때문에
0,아니 중국은 원래 마라 이런 거 다
0,자기 학습 능력이라든지 이런 게 쪼금 채
0,더 오래 산 대요 관리를 잘 하셔서
0,이렇게 가서 자주 가서 손질하고 이렇게 돌봐 드리고 이런 게 너무 어렵더라고
0,앞으로 안 그래야지 하는 생각을 많이 들게 할 수 있을 거 같아 
0,어린이집에 설치돼 있는 그 시시 티브이를 통해서
0,대가를 지불한다면 누구에게 지불해야 된다고 생각해 
0,술을 잘 못 마시는 편이야 
0,태국 택시비 비싸지 않아 
0,음 맞아 특히 우리 문과인 경우에는
0,그렇게 뭐 핏이 예쁘진 않 않았던 거 같아 가지고
0,결혼 당사자 이제 신랑 신부는
0,뭐야 이거 그 뭐라 하지 
0,왜냐하면 인디는 또 인디만의 그 감성이 있다고 하는데
0,사랑해 주면 안 되냐 그러고 그러잖아 
0,어 몸에
0,랩을 약간 우리랑 거의 동갑 또래잖아 또래
0,뭐 항상
0,어 많은 이제 취직을 더 이상 이제
0,정말 서류 탈락 진짜 많이 하고
0,근데 내가 지각했을 때 기분 어땠어 
0,장범준도 사실 밴드
0,반면에 에이아이를 하게 되면은
0, 한테 그래 이렇게 은 또
0,아 결혼식에 갔는데 나이 드신 분들이 안 계시더라고요 이제 많이
0,사람들이 말을 막 하는 경우도 생기는 거 같아 
0,그걸 반대하는 뉴스를 봤었어요 
0,그렇지 않니 친구야 
0,제대로 된 처벌을 내리는 쪽이 훨씬 낫지 않을까요 
0,아니야 환승 센터는 나도 헤매 
0,안락사를 그냥 하라고 하지 않을까 
0,그 내 친구 중에 인천 유나이티드라고
0,음 생각은 해 본 적 있어 
0,자전거를 타고 돌아도 차보다 훨씬 더
0,요즘 청소년들은 뭘 하면서
0,맛있지 맛있는데 그 엄마가 뇨키를 잘 모르니까 그리고 뇨키는 그
0,근데 한 며칠 전에 처음 뉴스 나올 때는 걔한테
0,그 노래
0,영양제는 좀
0,우리 어머님께서 오신다고
0,요즘에 코로나 때문에
0,요즘 세상에는 솔직히 말해서
0,아 국물이 맑은
0,큰 개
0,그 친구들 하고 마음이 편하니까 그 얘기도 잘 되고
0,어 그
0,현실적으로 그건 불가능하다고 생각하거든
0,안 그래도 악의적인 오보하고
0,돈이 없이는 살 수가 없어 그리고 우리 어머니 봐도
0,지금 시간은 사람 없을 거야 
0,나는 개나 고양이는
0,더 그 사실 관계에 대해서
0,어떻게 반응을 하고 어떻게 해결을 하 하 하는지 궁금해요 
0,어 맞아 
0,그러니까 이제 점점 그렇게 되니까 걱정이야 
0,병원에 가니까
0,아 그럴 필요가 없다 그러면
0, 명 한 만 원 
0,나 할머니 따라서 주말 드라마도 진짜 많이 봤음
0,그때 이제
0,여러 사람들과 교류를 통해서
0,우리 애들은 주로 틱톡 하거든 
0,안락사를 추진을 많이 하고 있는데 유럽 같은 나라는
0, 엄마가 그 콘서트 있잖아 
0,사 응 사고 싶을 때는 그 충 그 충동을
0,아직도 아무래도 젊은 친구들은 더 조심스러우니까 그런 것도 있는 거 같아요 
0,많이 우울하고 그렇게 또
0,크게 재미를 내가 룰을 잘 모르고
0,너 혹시나 쓰고 있나 했어 궁금하드라고 
0,내년에는 올해 안 좋았던 뭐 반도체라든지
0,이제 뭐 기피 시설이 꼭 안 좋은 시설만 있는 거는 아니잖아 
0,그래 저번에 네가 너가 현혈 했을 때 엄마 마음이 얼마나 뿌듯한지 아냐
0,진짜 며칠 잠을 못 자겠더라고 어 
0,아 그 식구가 그렇게 잘 먹더라 
0,좌석이 있는 칸이 있고 좌석에 아예 없고 약간
0,그냥 아 그래 가자 이런 카페보다는
0,혹시 그러면 너는
0,자기랑 우리 같이 갔던 논현동에 있는 데가
0,패딩을 만들기 때문에
0,생각하실 수도 있는데
0,엄마는 지금 이렇게 봤을 때 제사는 모셔야
0,흘러가게 하는 진행하는 거 같았어 
0,그래서 나도 만약에 우리 애가
0,확실히 사이즈 작아지고
0,배송이 되잖아 
0,촬영하던 드라마에서도 하차하고 
0,아 마늘 안 좋아하시나요 
0,막 자기는 진 너무 떳떳하다고
0,스마트폰이나 인터넷이 생김으로써
0,응 동방신기 다섯 명이고
0,공기업 스터디를 들어갔는데
0,나도 생각을 해봤는데
0,넌 안정적인 게 좋은 거 같아 아니면
0,알려 준다든지
0,형이 무스탕을
0,얼굴 보고 이렇게 얘기를 해 하면
0,모든 사람한테 있어야 되고
0,우리는 점점
0,그때 아마
0,요즘 그리고 그 흔히 말하는 셀럽이라고 해서
0,혹시 그러면은
0, 한테 얘기하는 것은 좀 그럴 것 같고
0,걔는 또 그걸 자격증 땄어 컴활 자격증을 
0,또 건설 쪽이기는 하지만
0,음 지금 있는 것보다는
0,얘기를 하잖아 그때 너 너 행동에 대해서
0,밖에를 잘 멀리 안 가서 잘 모르는 거 같은 잘
0,버스랑 지하철 모두
0,근데 그 애가 좀 별나긴 했어 
0,애들 분위기에
0,그거를 겨울 여행으로 해도 되겠네 
0,다는 아닌데 제트플립 엄청 많이 보이더라고 
0,그러니까 딴 데서 사는 거는 비싸다 쿠팡을 사라 
0,지금도 서울에서 부산까지 분 한 시간 이내에
0,진짜 영어 실력이 너무 줄은 거야 
0,근데 너는 그럼 노래
0,어떻게 되겠지 뭐
0,요즘 사람들이 랩을 많이 좋아하는데 너무
0,원래 처음에는
0,망하더라도 내가 하고 싶은 일을 하고
0, 학년 때가 좋았는데
0,막상 보면 당장 버려야 될 정도로 망가졌는지도 잘 모르겠고
0,너가 나의 저기서 진짜 완전 다른 게
0,가족이 대가족이 아니고 소가족으로 자꾸 바뀌는 거 같아요 그러니까 직계
0,거주지에 원자력발전소 설치한 거주지에 산
0,알고 있지만 아닐 수도 있어 하지만
0,뭐 유명한 가수들이나 뭐 다른 가수들이 좀 많이 불러서
0,몰라 나는 말 다 듣게 돼 
0,아 우리 둘이 학년도 다르잖아 그러니까
0,이렇게 뭐 어디 갔을 때
0,막내는 성격이
0,아 진짜 
0,나도 지금 공부하고 있는 분야는 너랑 아예
0,친구는 아니지만 겉으로 보이는 남들이 보는 관계는 친구잖아 
0,청소년들이 사용할 수 있게 해 줬으면 더 좋겠어 
0,우리가 성격에 너무 달라서 이렇게
0,우리 학교 기숙사가 다 케이티 쓰나 봐 
0,그럴 수도 있다고 생각을 해 
0,송가인은 별로였고
0,낚인 적은 없지만
0,우리가 무한도전에서 좋아했던 그런 감성들이 좋았던 것 같
0, 밖에 없지 뭐가 있어 
0,그런 경제적인 거나 이런
0,그거 말고는 없는 거야 
0,가능할 것 같아 
0,족발이라든지 뭐 등갈비
0,그 친구랑 좀 떨어지면은 오히려 그게 좀
0,아 뿌링핫도그 이런 거 
0,뭔가 틀에 안 박혔어 
0,뭐라고 했지 이런 종류를 따졌을 때
0,어떻게 보면 차이나타운도 기피 시설이 될 수도 있겠네 
0,어 불릴 수 있는 방법을 마련해야 되는지 그런
0,성인이 되었으니까
0,고생한 적이 있었지 우리 집 식구들 어
0,정말 그 안에서는 이제 볼일을 보고
0,그 느낌이 안 나오더라고 
0,늘 했는데 이제 그게
0,그냥 새벽에 해 준 거 아니야 
0,실제적으로 우리가 만들어 내는 원전 에너지 효율을
0,그렇게 해서 뭐 이것저것 준비하다 보면은
0,할 말이 없어 
0,애초에 내가 초반에 말한 것처럼
0,그러면 내가 장애인 되면 누가 캐어해 줘 
0,셀 수가 없어 
0,당근마켓은 나는 안 들어가는 것 같은데 잘
0,그다음에 그 청원피스를 샀단 말이야 
0,뭐 유명한 가수들 노래
0,나이를 참 그게 참 어
0,모둠 이렇게 짜 가지고 그 발표 공연 했잖아 
0,아 연락도 잘 안 돼 
0,근데 마케터는 이렇게
0,그래서 서울 와서 네 각자 좀 쉬는 시간도 가져야 되니까
0,그래서 나는 뭐지 하는데 딱 어두운 터널 들어가면
0,그런 쪽으로 좀 방향을 돌리면 좋을 텐데라는 아쉬움 
0,대리 수술이란 게 안 밝혀지면 그 어느 병원이라고 특정된 병원에서
0,그것이 빼앗길까 전전긍긍하는 것은
0,우리 업계의 문제지 않을까 
0,나는 그래서 그때
0,내가 뭐 액체 세제도 써 봤고
0,되게 최근에는 쇼핑을
0,나도 에이아이가 직업 대체하는 거에 찬성하는
0,조금 있다가 조금 있다
0,취업알선 해주는 분야라서 코로나 때문에 일자리가 더 많이 생겼었죠 오히려
0,빨리 정리들을 해야 돼 
0,사람이 할 수 있는 일인데
0,알 수도 있어 
0,저번 시즌도 그렇고 요번 이적 시장에
0,너 맞아 네가 잘못한 거 맞아 해 가지고 그냥 그걸
0,어떤 점이 다시는 하면 안 된다고 생각했었는지
0,때는 자율적으로 부모한테 맡길 수는 있겠지만
0,러닝 하는 운동을 좀 많이 해 보고 싶어 
0,재밌었지 그냥 갔지 
0,새롭게 만나는 친구니까 더 잘 지내보고 싶기도 하고
0,근데 그래도 동생은 혼자 사는 게 아니었으니까 어쨌든
0,그 규제를 강화하는 측면이 어떠한 측면에서
0,아니면 어디 이렇게 연결 그것도 너무 잘 돼 있고
0,아 외국 친구들 중에요 
0,나도 그런 사람이여서 그런지 그런 친구를 좀 나도 알아 가고 싶은 느낌이 항상 있었어 
0,밑에 오래 안 있잖아 맨날 학교가 윗쪽이니까 
0,아 맞다 제트 폴더 쓰리다 
0,무슨 차 
0,빨리 해 가지고 빨리 애기 낳고
0,공연을 많이 했으니까 이제 회사에서 안 보내 준대 
0,그 시간도 보통 보니까 열 시 분부터 뭐
0,그래서 이제 아 기사님
0,물집 잡혀 
0,아 너는 음악을 듣는 거 뿐만 아니야 부르는 것도 좋아하나 보네 
0,이름이 이네야 아니면 네가 하는 식당이야 
0,스포츠 용품
0,뭔가 재밌는 게임 하나가 나오면 정말
0,핵폐기물 처리물
0,그 스포티비
0,뒤로 오면서 여러가지 이제 나라 간의
0,그런 거라든가
0,근데 저는 그런 패러다임을 바꾼 것이
0,하다 보니까 뱃살이 지금 빠지는 그런 시간이
0,팔고 차라리
0,어 그래서 껐어 
0,이제 사람마다 개개인의
0,이 감정이 들어가는 거에 있어서는 에이아이가
0,아침만 먹고 점심을 못 먹었다 보니까
0,반려동물이 나한테 반기면서 달려오는 게 좋아 아니면은
0,사실 그런 교육을 받을 수 있는
0,불법적인 영상들과
0,이 사회생활 부분이
0,끊겨 그것이
0,뭐 굳이 인간이
0,넷플릭스 많이 하잖아 
0,그 사람이 없는 얘기를 만들지는 않지 않았을까
0,뭐 어떻게 보면 뭐 기사에서 볼 수 있듯이 차별 차별하는 것도
0,아니 근데
0,시간을 굉장히 많이 잡아 먹잖아 
0,아 헐 
0,자주 차시고 다니니까 차고 다니니까
0,그걸 구축하자는 거지
0,그리고 부모 입장에서는 또
0,핵폐기물이 처리가 되지 않고 있으므로
0,부평에서 있어 가지고서
0,뭐 회사만 보고 들어갔을 때 모르니까
0,뭐야 훈련소 해 가지고 실무도 안 갔을 때라
0,지가 어 손님한테 꼬장 부리거나 잘못 했는 그런 게 있으면
0,나는 그런
0,웬만하면 목줄 착용하라고 하시잖아 
0,후쿠시마 제 원자력 발전소 사고
0,그냥 만약에
0,그렇게 되면서 내가 계획했던 언제까지 얼마를 모아야지 요렇게 계획하고 내가 다 뭔가를
0,걔 약간 스
0,너는 단짝
0,환승을 하면
0,아주버님은 좀 혼자서 즐기면서 사시는
0,바지락이 참 신선했었던 게 인상적이었어 
0,먹는 게 더 중요해 먹는 습관
0,가장 많이 타는 거는
0,허 허 허재 막 이렇게 나와 가지고 막
0,울진에서 년 동안 살았으니까
0,육회비빔밥 맛있지 
0,엘지는 그거보다 싸고 내가 지난번에 얘기했다시피
