Label,Sentence
0,근데 이제 우리 집이 굽은 다리역이랑 제일 가깝거든 
0,그 원자력 발전소
0,서울에서 만났던 아니면은
0,막상 경찰 와 갖고 봤는데 
0,지금은 이제 시간이 많으니까 여유로와서
0,맞아 이제
0,왜냐하면 이 스마트폰에서는
0,나는 프라이드 치킨을 좀 많이 좋아하는 편이라
0,언제 타 봤어 
0,지하철에 내려서
0,자전거 타는 길이라든지
0,이 사람이
0,어 거기 푹신푹신해 가지고 그런지 모르겠는데 맨날 그 올라가 가지고
0,비 입시의 시작과 뭔가 맞닥
0,그래서 상관은 없어 
0,서로 잡아먹는다고 
0,마이 프로틴 회사 거
0,되돌려 본다고 했을 때
0,그렇게 가서
0,그때 가서 보면 되지 
0,집에서 쟁여 놔서 면만 삶고 소스만 부으면 되니까
0,아무래도 직종을 갖게 되더라도
0,설악산 봉정암까지 맨날 출근하는 사람도 있었어 
0,어쩔 수 없어서 그냥 넘어가도 괜찮게
0,얼만데 그렇게 비싸 보이진 않던데 
0,그걸 말해 줘야 돼 
0,뭐 잘 풀렸긴 잘 풀렸는데
0,그런 걸 또 생각을 해 보면
0,난 그것이 맞다고 생각해
0,뭐 댓글 같은 것도 마찬가지 얘기지
0,거기 바다 근처에 횟집도 진짜 많고
0,개념이네요 뭐 우리 영탁이
0,사람이 할 수 있는 건 사람이 해서 에이아이
0,핸드폰으로 검색한다거나 이런 부분
0,잠시 정도는 참을 수 있잖아 
0,나는 테니스를 배워본 적이 없어 가지고 너는 혹시 테니스를 배워본 경험이 있을까 
0,에이핑크만 좋아하시기 때문에
0,어 맞아 
0,그렇지 나하곤 좀 틀리니까 그때는
0,요즘에는 이제
0,맞아요 그래서
0,좀 더 개발 연구하고 개발해 가지고
0,너 성년의 날에 뭐 했어 
0,카멜레온 카멜레온 재밌을 거 같아 색깔이 변하니까 
0,어 미국 같은 경우도 지금 금리가 많이 인상되고
0,이것 내가
0,그거 이찬혁
0,뭐 그러니까는 뭐
0,눈이 이렇게 뭐 살살 이렇게
0,발전은 되는 거고
0,엄마 아빠
0,척결하는 것이 불가능한 일에 가깝다고 생각해 
0,어 되는 게 있기 때문에
0,죽은 다음에 그게 다 무슨 소용 있어 
0,그냥 모르면 모르는 대로 산 사는 느낌이고
0,뭐 해산물도 있고
0,그건 나도 그런 거 같아 
0,이런 법 같은 것도 굉장히 문제가 많이 된다고 생각해 
0,혀지니까 제가 그걸 체험하다보니까
0,그 핵폐기물이나 방사능에 대한 걱정이요 
0,근데도 문제가 일어났잖아 
0,그래도 다행히네 
0,어 그런
0,근데 너무 안 예쁜 거야 옷이 진짜
0,가장 기본적으로 알 수 있는 게
0,언니는 친해지려고 먼저 다가가는 편이야 아니면은
0,정말 이제는 꼭 필요한
0,좀 힐링 하고 오고 싶다고 해야 되나 
0,뮤지컬 배우도 있고 신인도 있고
0,응 버스로 다녔거든 
0,근데 만약에
0,그래서 주변 환경을 중요하게 생각하다 보니까 편입을 생각하게 됐던 것 같아 
0,걔는 항상 사람하는데 편의를
0,어 그 집 앞 마트 있거든
0,깊지 않아
0,지금 우리 봐봐
0,뭐 다시 회복이 됐는데 그 이후에 내가 한 번 만났거든 술을 못 드시더라고 아직도
0,사람들을 보면서
0,그러니까 그거를 봐도 사람이
0,먹기는 좀 그렇기는 한데 아예 대놓고 처음부터 식용으로 키우는 사람도 있긴 있더라 
0,그 사람은
0,좀 과징벌을 해서
0,특히 뮤지컬은
0,최종적으로 궁극적으로는 비트코인을 사야 되는 게 맞지 않나 항상
0,되게 매콤한 당기는 그런 느낌
0,옷도 사고 싶고 해서 여러 가지 보고 있어 
0,다음에는 거길 가지 않겠지 
0,그리고 또
0,루즈하잖아 재밌는 사람은 아니잖아 
0,어 그러다가
0,아이폰의 아이덴티티인 거 같고 갤럭시는
0,기계에 새로운 기계에 대한 이걸 어떻게 할까 
0,아 나는 당근은 좀 별로야 
0,그니까 애들이 너무 많은 걸 알게 되니까
0,어 요새 자주 보죠 
0,아 솔직히 난 조금 별로다 이거를
0,버스는 이제 사람 많으면은
0,그것 만음
0,완전 사람하고 교육을 시켜야지만이
0,연락을 안 하는 거 
0,결국에는 우리가 이제 이런 사무실을 얻어서 하는 것보다는
0,나도 그렇게 생각해 그래서
0,배달을 여기저기서 많이 시켜 먹더라고 
0,내가 증권사에 다닐 때
0,팟타이 이런 것도
0,비티에스 음악 그래서 전 세계적으로 유행하는데
0,와인을 알고 나서
0,너의 주된 의견인 것 같고 난 그거에 대해서
0,조금 더 아쉬운 느낌
0,우리나라 에너지
0,우리는 더 이것이 친숙하게 느껴져
0,우리가 뭐니 뭐니 해도 돈이 제일 중요하잖아 
0,직원이 이 재료를 솔직히 마음만 먹어서
0,잠재적 범죄자 취급을 해야
0,곱배기를 시켜 주셨는데 다 먹지도 못하고
0,공원화 하는 거 같아요 
0,또 나한테도 굉장히 솔깃한
0,아침마다 가서 봤지
0,뭐 인제 우리가 인제 개인 방송에서든 어디든
0,안 할 순 없으니까 만 원짜리로
0,들어요 하지만
0,그러고 다른 이런 막 이렇게 막
0,학생들도 많이 하고
0,너희는 어떡할 거야 
0,긴 하지 
0,잘 안 찾아지네
0,좀 힘들 수도 있을 것 같아 괜히
0,열 살이 돼서 학교를 다니고
0,그런 거에 대해서 좀 청소년들 한테 교육하는 그런 시스템이 좀 있으면 좋겠어
0,거기는 무료가 아니에요 
0,근데 광교중앙선 자체는 빨라서 좋은데
0,사람마다 다르겠지만 나는 그렇다고 생각을 하거든 엄마 생각은 어때
0,그렇게 나가서 살잖아 
0,이제 운동을 해야겠다
0,해 준다고
0,그 폼
0,에이아이로 직업이 대체되면
0,저음이면서도 느리고 템포가
0,그렇다고 무슨
0,전혀 남성 댄서들에서 전혀 뒤지지 않는 실력을 가지고 있더라고
0,죽게 만들고 싶지는 않습니다 
0,우리 마음처럼 안 되긴 하는데
0,빌라라도 해 줘야지 그럼 우리 아들이 또 가만히 있겠어 엄마 빌라가 뭐야 아파트 한 칸은 있어야지 또 그러겠지
0,그리고 요양 병원에 있으면은
0,가 필요하다고 해 가지고 내가
0,가사에 뭔가 더 집중해서 들어 아니면 뭔가
0,아 아 그런 거 가면 와 사람들이 진짜 많다
0,건강이 안 좋다는 거야 
0,경험 때문에 친해지고 싶은 거야 
0,어 막 그럴 거 같아 그래서 나중에 애인이 생긴다 해도 애인한테 잘 못 대해줄 것 같고
0,나도 곱도리탕 얼마 전에 먹었는데
0,특히 세종시 그 주변에 갖고 있던 토지들은
0,많은 시간을 할
0,인천에 와서 나름 정착했기 때문에
0,서울로 성공하면
0,진짜 어디 나와서 야
0,그것도 약으로 치는 건가
0,아주 뭐 정보가 지식이 다양한 건 아닌데
0,뭔가 런닝 메이트인가 
0,그때 진짜 식단 안 하고도 진짜 많이 뺏잖아 
0,작고 예쁘게 생긴
0,발라드나 랩
0,결정해야 되는데 누구의
0,약을 약도 먹고 있지만
0,다른 사람들이 많이 찾아 놓는 곳이라서 그런 곳에서 이용하는 게
0,요즘에 또 그
0,되게 많이 사는 거 같아 나는
0,어 대
0,어 꼭 수녀관에만 머물러 있다고 해서 봉사를 밖에서 못 하는 건 아니잖아 
0,예를 들어 서비스직 같은
0,가고 싶기는 한데 일단 코로나가 진정되야지 가지 
0,뭐 한 개 정도 개 정도까지
0,다행히지 애들 셋씩 낳는다는 게 요즘 셋 쉽지 않은데
0,그러면 이제 다른 아이돌 팬들도 볼 정도로 진짜 웃기단 말이야 
0,내가 회사 갈 때
0,되게 잘 만든 거 같다
0,조금 하루라도 빨리
0,안락사는 내 생각에는 병원 보다 약간 전문 센터 따로 만들 거 같아
0,일단 나는
0,저 연봉 협상 할 때 됐는데요 해서 이제
0,좀 생각이 달라지는 거 같더라고
0,드러낼 수 있는 좀 그런 사람이지 않을까
0,많은 뒷 이야기라든지 
0,불치병을 가진 사람들은
0,집은 어차피 팔 거 아니야 팔고 사고 할 건 아니고 계속
0,빨리 이 알바 인생에서 벗어나고 싶다 
0,좀 문제가 될 것 같다는 거지 
0,맞아 요새는 공모전 수상 경력도
0,아무튼 그런 친구가 있다 
0,봄에 또 새 거 나오면
0,저는 그렇게까지 깊이
0,언론의 자유
0,그럴 거 같아 
0,어 저는 이 시시 티브이로 얻는 장점이 굉장히 많다고 생각합니다 
0,합이 깨지지가 않더라고 
0,있지도 않을까라는 생각도 하기는 해 
0,어 저는 되게 즐겁다고 생각합니다 
0,기록을 해 가지고
0,근데 이게
0,자 자유지만 축의 이제 결혼보다 축의금 관련된 내 내 생각을 얘기하자면
0,예전 것은 뭐 어쩔 수 없어 네가 인제
0,아 앞에서 나서진 않고 
0,다 쓰려면 아침 일찍 출발해서
0,그 내가 저번에 보여줬던 거
0,우리 오빠들이
0,그건 안 좋을 거 같아 
0,넷플릭스 보고
0,쇠파이프로 여자 이마를 찍어가지고
0,산업기사랑 문제 난이도가
0,현상이 더 심해질 거라고 생각을 해 
0,하기 좋지 
0,소득은 안 중요한데
0,마카로니 너 진짜 좋아해 나 마카로니 느끼해서 못 먹겠던데
0,나는 한 번도 지금까지 우리는
0,왜냐하면 최저 시급이라는 것이 생겼고
0,좀 자제하는 게
0,그냥 막연히 정말 가정 형편이 어려운 사람이 아니면 다 그냥 인문계 고등학교 가고 대학 가고 그래야 되는 줄 알았어 
0,근데 그 징벌적 손해 배상이라는 게
0,만약에 똑같은 뭐 버버리 트렌치코트다 그러면은 그 가격이 또 다른 거야 그 쇼핑몰 안에서도 입점해 있는
0,물론 이제 지금은 안 다니지만 거기서
0,나중에 가게 되면은 피순대를 한 번 꼭 먹어 봐 아니면
0,휴대성이 좀 좋은 거 같더라고 그래서
0,그 평소에 운동
0,징벌적 손해 배상을
0,엔디 본인으로서 물론 잘못이 없다는 건 아니지 
0,그래 맞아 방향 중요하잖아 
0,보관하는 그런 장소가 있었으면 좋겠어요 
0,맛이 나지 
0,그 주변 환경 아니면은 사람들이
0,그 선수 두 명이 나는
0,하기사 뭐
0,그래서 택시 기사가 창문 열고
0,클럽 입장료가 거의 한
0,쪼금 더
0,약간 좀
0,약간 스파게티랑 밥 이런 거 하나씩 시켜서 먹거나 이런 느낌
0,추가 요금 원 정도 나와 가지고 왕복
0,오늘 지하철 타고 왔잖아 우리
0,아들 자체가 사춘기라 가지구
0,정작 버스 기사들은
0,다른 이제 건강 면도 이제 좋다 생각하는데
0,우리가 복이지 
0,내가 지금 뭘 하고 싶은지 계속 나한테 집중하면서
0,그렇지 옛날에는 이게
0,뭐 하고 놀았어 
0,아빠는 노래를 아까도 이야기했지만 
0,진짜 잘 만드는데 몬테크리스토가 진짜 맛있었어 
0,근데 그 난 엄마는 그게 아니야 
0,응 근데 지금은 만족하고 있어 
0,오빠 요즘에 많이 나온 얘기 중에 하나가
0,제일 그게 난 거 같긴 한데
0,나는 솔직히
0,근데 나는 그런 부분도 일리 있다 생각하는데 그런 부분이 오히려 사교성을 늘리지 못하는 부분이라고 생각하거든 왜냐하면 그렇게 비대면 생활로 집에서 온라인 수업하고
0,거기서도 제사상을 차릴 필요가 없고
0,기 믿고 기다려 주는데
0,그 장기나 그런 거를 세심하게 다 하는 걸 보면은
0,원래 노년에 돈이 많이 들잖아 
0,그게 지금 끝났는데
0,넘어서 잘하면 올려 주는 건데
0,교사로 들어간다던
0,엄마가 기분이 너무 행복해 
0,이런 부분에 대해서는 어떻게 생각하세요 
0,좀 어렵지 않나라는 생각을 요즘에 해 
0,뭐 이
0,그런 생각 많이 들더라고
0,아까도 말했듯이 이제 요즘엔 내가 너무 중요해져 가지고
0,넋 놓고 보긴 하지 
0,관음한다 이런 것들이
0,그 당일 날 찍은 사진이
0,브이브이에스 아니야 
0,중국도 꼭 가 보고 싶어 
0,그렇지 나는
0,그래 자기 말 듣고 보니
0,엠비티아이 검사가 뭐
0, 에서 그 인생 후반기에
0,이 쭉 듣기로는
0,아마 쥐 같은 걸 먹거든 
0,그러면 똑같이
0,많이 제재를 해서 애들이 봐도 아 이 정도는 괜찮겠다 
0,사람에 따라서 대해줘야 되는 거가 맞다는 생각이 듭니다 
0,뭐 그냥
0,아 그러면 그런 것이 재무가 그래서 크리스천들이 거기서 충돌이 일어날 수밖에 없는 지점이네
0,다 다음 날에 쉬는 날이었거든
0,다양한 경력직 분들이랑 일할 수 있어서
0,나는 내 개인적으로 하면
0,우리나라에서는 자꾸 목줄로
0,그 기차를 타고라고 노래가 있는데
0,그럼 뭐 딴 데는 여전히 전쟁터이겠구먼 
0,그 우리도
0,근데 안락사는 점 프로의 가능성을 무시하는 행동이라고 생각해 
0,아이 그럼 그렇지 
0,안 좋은 거잖아 
0,이제 관심을 가져 보려고
0,얻는 쾌락이 있기 때문에 계속 타는 거니까
0,그런 여행을 할 수 있으면 참 좋겠네 
0,사실 나도 아직 그 부분이 해결이 안 돼서
0,근데 내 주변에는 보면
0,맨투맨 어 어쨌든 막 인터넷에서 찾아봐도
0,물론 너는 대체 되는 거는 물론
0, 일 근무 했잖아 토요일까지 반일 근무 했잖아 
0,근데 일단 나만 얘기를 해도 일단 나는
0,대리님 나오고 일 엄청 많이 한다고 했잖아 
0,올리브유도 좋다 말 들었어 
0,응 그러니까 
0,근데 그런것도 아예 못 하고
0,아 기분이 좋아도 신나는 음악을 듣기는 하는데
0,나는 그런 부분이 있을 때
0,고 때는 덜 친했던 건가 
0,전화 할게 
0,근데 가장 결정타가 엄마랑
0,이쪽도 없고 남해 없고
0,그러면 갈 때 지하철 타고 갈까 
0,막 그러면 다친 애들도 많이 봐야 되고 또 어쩔 수 없이 보는
0,단 거 좋아한다고 생각하고 있었어 
0,으음 그렇구나 
0,대신 너는 나를 위해서 물회를 먹어 줘 
0,뭐가 없더라고 
0,김 뿌려 먹는 그 맛이
0,그 지역 속에 속한
0,예전에 내가 치과 검사하는데
0,가장 힘들었던 것은
0, 는 이는 시간이 안될 거 같고
0,의 친구가 있어 
0,사진 몇 개 골라서 이걸로 액자 만들어 달라고 요청하면 되고
0,아님 살 계획이야 
0,안 갈 거 같은데
0,그래서 그러면 운전하는 사람들은 알겠지만
0,또 인제
0,어쨌든 이제 뭐 업무라든지
0,쌍수 하고도 괜찮더라고 
0,그러니까 이게 진짜
0,아르바이트라든지 아니면 직장이라든지
0,그거 보고 와 확실히
0,이런 충고나 그런 것들을 좋아하는 친구들이 있단 말이야 보면은
0,왜 애들 학교 방역하는 거
0,단톡방에서 저요 저요 이렇게 한 다음에
0,그래서 그 유니폼도 거의 못 쓰게 됐어요 
0,많이 활성화된 게
0,어 온라인은 훨씬 좀 더 싼 거 같더라고 
0,법적인 의무를 갖고
0,알아보니까 유산균은 아침 공복에 먹는 게 좋고
0,근데 그거는
0,사실은 좀 아쉽긴하지 좀
0,그 우리 네 명 처음 만났을 때
0,유명한 배우더라도 좀
0,저작권료를 받진 않지 
0,우리는 그 문화를 잘 모르기 때문에 이게 나쁜 표현인지 좋은 표현인지 모르겠는데
0,베이스에 깔려 있으니까
0,아무튼 있어 
