Label,Sentence
0,정말 이쁘더라
0,편안함을 줄 때도 있는 거 같아 
0,왜 충전 뭐 내지는
0,쏙 입에 스테이크 있잖아 
0,그런 생각이 들어서 아직 거기까지 못 하고 있고 지금
0,그 마을버스라는 거 있잖아요 
0,아니 아니 아 아예 아이돌에 관심 없구나 니
0,그래서 이제
0,금연을 했었지 나도 
0,아 그래 그때
0,약간 악기 소리로만 채워지는 그런 음악도 있단 말이야 
0,네가 그때 생일날 사 줬던 그 모자 있잖아 
0,줄어들 거 아니야 그러면은
0,요즘 안락사랑 존엄사가 되게 화제가 되고 있잖아 
0,또 경제 그
0,도로가 이게 시속 킬로 정도로 이제 줄여서
0,논현동이었나 아니면
0,그걸 달성했다 라는
0,근데 고양이는 털이 엄청 빠진다 해서 그건 약간 걱정이야 
0,근데 우리 엄마도 사실은 주변에 친구도
0,자꾸 식단을 바꿔야 되는 거 같아 그래서 나는 요즘에
0,조촐하게 가족 모임
0,휴가를 길게 내 준 거야 
0,따로따로 우리가 인 인 있으면은 내가 각자 좀 쓸 수 있는데
0,개미들이라고 해야 되나 그처럼 그 에이아이의 베이스를 구축하기 위한 사람들이
0,이래서 우리가 가족에 대해서 아는 게 없는 거야 
0,엄마 아빠한테 하지 못하는 얘기들을 나한테는
0,김 모락모락 나오고
0,얘는 나랑 오래 갈 거 같다 이러는
0,비대면은 어쩔 수 없이 일으켜진 상황이기 때문에
0,말 못 들었어 
0,술 당긴다 갖고 맛있었지 
0,있다라고 저는 쪼금 생각하는 편인 거 같아요 
0,근데 내 친구들은 솔직히 성격이 잘 맞는 건 잘 모르겠거든 
0,남자가 응 예능을 전공해서 취업하고
0,아침엔 나는 등교 지만 다른 사람들은 출근을 해야 되나 보니까
0,맞아 모니터를 보고 하니까 좀 더
0,상황이 안 좋으면 그걸 가족들이 결정을 해야 한다는 거잖아 
0,그래서 자동이든 그거든
0,응 그럼 될 듯 
0,어 안 부른대 
0,그거 대학생 요금이었어
0,취업이 바로 이렇게 선결 문제라고 보이는데
0,딘타이펑도 한 번 가야 되지 않겠어 
0,쓸 데 없는 것까지 알려주는데 그래
0,역할이 있어 
0,그런데 지금 출근할 때 출 퇴근할 때
0,그러니까 갈 요즘
0,그 그냥 다 어려워 이디엠
0,그냥 슬슬 좀 따라다녀도 괜찮지 않을까 싶네 
0,근데 그래도
0,것을 누구한테 공감을 누구도 공감을 해 줄 수 없는 문제고
0,썩 좋은 경험은 아니었지 않았나 
0,좀 더 좋은 결과를 나오지 않을까
0,로제 닭찜 이런 것도 있더라고 
0,저는 편식을 안 하네 
0,배달에 나가서 아니면은 배달기사분들 해 가지고
0,당근에다 올렸더니 어떤 사람이 금방 사 가더라고 
0,그런 부분들이 많이 와닿았던 거 같아요 
0,엄청 폭력적인 그거였나 봐
0,주변에 그런 시설이 생기는 걸 반대해 
0,음식도 다양하게 그렇고 야채를 주로 먹이고 있고
0,아니 그런 건 안되지 
0,같아 지금 친구를 만날 수 있나 내가 인데 
0,인정합니다 왜냐하면 여자들이 막
0,그 원자력
0,알아서 판단을 하면은 될 거 같아 
0,그거에 대해서 좀 생각을 한번 해 보자 그러면
0,우리가 아무리 음악을 좋아한다지만 몇
0,마지막에는 확실하게
0,음 그런 거부터 시작해서 사생활부터 다 있는데 이제 단지
0,잘 제한하고 사용하는 거는
0,실제로 가 보니까 되게 많더라고 진짜
0,그렇게 친하지 않았거든 근데 이제 결혼을 한다고 하더라고 
0,강도 조절하는데 난 조금
0,근데 이게
0,하기 때문에 오히려 주민들한
0,작지만 두 곡 정도를 지금 사서 투자를 하고 있는데
0,아 그 설렘이 나는
0, 년째 안 오고 그 안 오고 있긴 한데
0,그런 거를 만약에 물어보면
0,그래서 같이 침도 맞았거든 
0,그 주변에 뭔가
0,부모님 건강은 어떠셔 
0,응 맞아 
0,그리고 생각해 보니까 약간
0,필요한데 어떻게 절충해서
0,안 아까울 거 같아 
0,안타까운 현실이라고 봐야 됐나 
0,그런 그런 확실히 그런 거에 대해서 마인드도 고친다고 하겠지만은
0,이제 폭행하고
0,아니면 호텔 같은 데 들어가서 일을 할 수 있는 기회도
0,원자력을 사용을 줄여 가는 방향으로
0,그리고 넌 아직 유리 천장이 있다고 생각하니 
0,그래서 효과를 잘 볼려면
0,이제 점점 유튜브에서는
0,외에는 내가 이 의사랑
0,어 버스랑 지하철을 굉장히 무서워 하더라 
0,글쎄 나는
0,그 집에 한번 가 볼까 생각 중이야 
0,되게 짧은 영화로도 만들어진 그런
0,반달 그
0,근데 나 주사 맞으러 가야 한다 맞다 생각났어 지금 
0,내가 죽기 전까지는 안 그러길 바라거든 
0,왜 남편은 그냥 곧바로 집어 담아요 
0,그러니까 우리가 이제 코로나 딱 그때 끝났을 때
0,꼭 누나의 것이야 할 필요는 없다고 생각을 함 
0,수원을 와 본 적이 한 번도 없었거든 
0,그래서 너도 그거 샀으면 좋겠어 
0,에어비앤비 활용 많이 했고
0,아이돌들의 그
0,형제끼리 의지했을 텐데 
0,능력 있는 사람만 성공하고 나머지는
0,근데 나는 호선이 좀 더 편해 왜냐하면 호선은 약간
0,이런 것들을 좀 확인할 수 있지 않을까 
0,우리 내일 출근도 해야 되잖아 
0,그것도 신스웨이브 기반이긴 하니까
0,그런 유언을 남긴 적이 있거든
0,그 롯데마트 뒤에 있는 건물 있잖아 
0,그래도 우선은 대 라고는 생각을 해 
0,그래서 너 때문이라고 생각을 하지 마 
0,아 이번 주 일요일 만나서
0,어떤 그 가짜 뉴스의 유포로 인해서 자기 인생을 포기하고 싶을 만큼의 괴로움을
0,응 응
0,직접 보진 못했는데
0,이게 너무 이제 스트레스 받더라고 그래서
0,친구들이랑 타면은
0,강아지 때문 개 키우고 싶어서 그런 집에 살고 싶은 거야 아님 그냥
0,멜로디가 경쾌하거나
0,오토바이 어떤 거 
0,갑자기 당황해 갖고 생각이 안 나는데
0,배울 수가 없다고 생각을 해 
0,사람이 할 수 있는 건 사람이 해서 에이아이
0,그치 그래서 결혼을 하는 사람들이 이유가 다양한 거지 
0,면세 어차피 옷 같은 거 그냥 어차피 사와도
0,장수풍뎅이와 사슴벌레의 종류를 키우고 있어 
0,쪼금 지나서 다시 예전처럼 쪼금이라도 더 먹잖아 그럼 원상 복귀가 되는 거 같아 
0,그 시시 티브이가 있다고
0,그래서 무신사에서 샀어 
0,분위기가 되게 좋은데
0,그래서 가서 한 번만 검사 받고
0,그래서 이제 컴퓨터를 할 수 있는 시간이 됐어 
0,그래도 어느 정도 알아듣기야 하겠지 
0,다른 잘 이 좀 분야와 관련 없는 자격증을 공부해서 땄는데 그게 드론이거든 
0,나 사실 원래는 나 나무위키 몰랐는데 걔 덕분에 알게 됐잖아 
0,걔는 아마추어 선수 아니야 프로였다나 
0,저와 함께 가실 수 없을 것 같네요 
0,일찍 끝났다 했잖아 거긴 점심시간도 시간 반 준다 했고
0,너무 힘들어서 하루에 두 번은 절대 못 가겠더라구요 
0,좋은 걸 많이 주더라고 그래서 거기서 사게 됐어 
0,그런 위험도 없고 관리만 잘 해 주면 되니까 나는 아직은 필요하다고 생각해 
0,이제 뭐 뭐 우리 오빠도 그때 장가갈 갈 수 있을지 없을지도 모르고
0,사람들이 기다리는데
0,그분들을 의 싸움을 중재할 자신이 없었다고 해야 되나 
0,나왔을 것 같은데
0,웃긴 게
0,나는 우열은 없다고 생각해 그래서
0,약간 레드와인용으로
0,이따가 한번 다 같이 우리가 생각을 나눴으면 좋겠어 
0,어 거기 괜찮아 거기 가격도 나쁘지 않고 철판 볶음 요리치고 그냥 맛도 괜찮더라고
0,한꺼번에 장을 같이 보고 약간
0,발전소 직원들 사이에서도 비리 문제가 많고
0,굉장히 자주하고 많이 하는 성격이거든 
0,정말 과연 이제 내가 매시즌 마다 와서
0,근데 나 연극동아리랑
0,나는 이의 의견에 덧붙이고 싶은 게
0,외동이잖아 애기 아빠가
0,그거를 겨울 여행으로 해도 되겠네 
0,한 달 살기를 하면서
0,간접으로 경험할 수 있게
0,그래서 가짜 뉴스 문제가 되는 이유는
0,어 일반 우리 학교 친구들 하고 그 내용이 좀 틀린 거 같아 
0,각도가 서로 틀리다 보니까
0,아버님 밥을 해 주는데
0,좋은 운동이 없다는 거지 
0,많이 해주신다고 하니까
0,되게 큰 영향을 미친다라고 생각하고 있습니다 
0,아 나도 자격증 따긴 따야 되는데 내가 하고 있는 직종 중엔 자격증이
0,그런 걸 더 원했던 같아 학교가 뭐 그 뭐 내가 생각할 때 뭐 퀄리티가 있고 없고를 떠나서
0,그 취업이라는 어떤 그 단어에 대해서
0,원래 그 결혼
0,거의 막
0, 만원 많게는 만원 이렇게 깨지더라고
0,그래 가지고 인천 시청
0,이렇게 이야기하는 게 좋지 막 여기저기 막
0,하 블랙 프레드 없으면은 진짜 먹기 힘들 것 같은데 다른 빵 무슨 맛이야 
0,택시를 타고 이동해야 돼 가지고
0,한국 사람들이 느끼기에는 뭔가
0,응 그렇구나 
0,맞아 우리 미국에서 렌트해서 살 때 나올 때 엄청 많이 떼고 나왔 뜯기고 나왔지 
0,그래서 나도 의식적으로 어깨피고
0,헬멧을 안 써가지고 자기 혼자
0,그런 것도 되게 중요하다고 생각을 한 게
