Label,Sentence
0,이 정도
0,그걸 기억하면
0,근데 그게 틀린 말은 아니야 
0,기억에 남냐면
0,만나고 오면 어떤 때는 막
0,아니면 혼자 있는 공간에서
0,건전한 방법으로 인해서 아들한테 가르쳐 주면 어떨까 생각이 드는데 
0,그 시간도 보통 보니까 열 시 분부터 뭐
0,아 짠 건 파이가
0,그냥 배워 가지고
0,그 카톡에서 뮤비 언니가 거기서 헤어나오지 못하고 있다고
0,좀 지나 가기 전까지는 어떻게든 좀 올리고 싶은데
0,결혼을 했다고 다 추천을 해 줬다는 거야 
0,미용이 생각이 나는 거야 
0,붐뱁이 뭔진 모르겠지만 이것이 붐뱁이라면 붐뱁도 들을 만한 그런 장르의 음악이겠는데라는 생각은 분명히
0,음식점 한번 가볼래 걸어서도 충분히 갈 수 있는 거린데 
0,네 식구 내로 갔는데 네 식구대로 갔는데
0,아침에 한 분이라도 좀 일찍 나가서
0,그 무거운 핸드폰을 들다 보니까 이제 손목에도 무리가 오는
0,생닭 뼈가 더 물러서
0,밑에 쭉 보니까
0,그 저 할아버지가 키웠다는 애
0,그런 비판을 많이 해서
0,차 타고 가거든 
0,그러니까 그렇게까진 하지 않았으면 좋겠다는 거지 엄마는 
0,단타로 가도 나쁘진 않을 거 같아 
0,어 파크 골프를 같이 치는 것은 당연하단 수순일 것 같고 현재
0,모르지 나는
0,엄마 정작 친구는 없었잖아 또래가 그러니까
0,항상 걔가 시간 안 되니까 
0,지하철에 앉아서 막 공부 하시는 분도 있고
0,어 그게
0,그랬다면 한 스무 명이 죽었다고 그런 사건 있었는데 
0,준비물은 이제
0,게 더 하지 못하게 될까라는 그런 걱정이 있거든 
0,아이가 너무 그
0,할인을 해주는 그런 셈인 것 같아 
0,그럼 결론은 우리끼리 가자는 얘기네 
0,유튜브나 각종 에스엔에스
0,낫다고 저는
0,그냥 건물 안에 이제 휴가 시설 내 중심부를 말하는 건가 
0,원주도 괜찮을 것 같고 영양도 괜찮을 것 같고
0,반드시 처벌을
0,명확히 기억을 하더라고
0,작은 것도 사랑으로 먹으면
0,전혀 통화를 하지 않아 
0,기억이 안 나 만 얼마였나 
0,뭐 하도 코로나 코로나 하는데도
0,몇 그램 안 들어 있는데 막 몇 천 원 하고 막 이러니까
0,나는 인제 요즘 그
0,인스타로 사람을 사귀었다고 생각을 해보자 
0,앞에 밥상 차려 놓고
0,약물로 오히려 몸이 고통받아 가지고
0,진짜 맞는 말인 게
0,뭐 그런 기업에다가
0,저기 그
0,그것도 맞는 말이지 
0,우리는 전혀 생각하지 않은 그런 것들을
0,솔직히 어디 헬스장을 가도
0,아 취직을 해야 되나라는 고민도 했었는데
0,제가 한참 운동한다고
0,그런 시간을 줘야 된다 이거죠 
0,그 사람이 안 나온 거야 
0,아님 살 계획이야 
0,법으로 정하기는 좀 힘들 거 같아
0,그것 때문에
0,되게 좋은 거 같아 
0,죽게 해 주세요 이거는 말도 안 되는 케이스지 
0,음 그렇지 상황에 맞게 할 말 하고 살면은
0,게임을 하면서 친구들하고 노는 것도 좋아요 
0,그래서 그런 것들이 확인할 수 있는 방법은 시시 티브이가 있어야 된다고
0,별로 찬성과 반대 입장
0,아 더 넣을걸
0,좀 많이 제한을 두고 그 시기에 즐길 수 있는 스마트폰 없이 즐길 수 있는 그런 것들을
0,아 근데 그 슈퍼스타케이가 내가 듣기로는 너희가 아는 그 슈퍼스타케이도 있겠지만
0,평소에는 시시 티브이를
0,잘 찾아보면 원 갔다고
0,그 앞에 있잖아 
0,아니면 정말 이렇게 뭐 빌라 같은 거라도
0,아니 기아가 이번 연도는 솔직히
0,형 혹시 낑깡이라고 아세요 
0,시시 티브이가 있는 곳에서 학교 폭력을 할까요 
0,딱 체크해 보면
0,누나는 운동의 목적이 뭐야 
0,알고 보니까 꽃뱀한테 걸려서 그 여자가 그냥 신고를 한 거야 
0,그거를 더 이상 할 의지
0,또 나 혼자도
0,그 막
0,먹는 걸로 합시다 
0,그런 경우에 안락사를 선택하지 
0,어 비대면 생활에 집중을 하고
0,아이스티를 제일 좋아하긴 하는데 아이스티가 요즘
0,벽에다가 뭐 막 해 놓고 그래서 그런 거 많이 됐는데
0,대상 중심이 된다고 판단을 하는데요 
0,그런 점에서 봤을 때는
0,어 저는 제가
0,옛날에도 우리 뭐 지게꾼 이런 거 있었는데 그
0,근데 정말 안정적인
0,근데 나는
0,그게 사이즈가 뭐 이게
0,근데 이제는 그게 또 내성 생겼는지
0,될 수도 있고
0,음 네 얼마만큼 차감 되는지 몰라서 또
0,신화나 동방신기도 옛날 노래에 이미 속하는 거 같애 내 생각에는
0,나올 때마다 듣는 거지 
0,진짜 그 섬이 너무 그 풍경이니 뭐니 너무
0,그러면서 생성되는
0,환자가 말을 할 수 없거나 행동을 할 수 없이 그냥 듣고
0, 있잖아 그러면 
0,너는 한번 봐 봤니 
0,그 온라인 쇼핑도 자주 하세요 
0,아우 그래도
0,나도 그 뮤지컬 말해서 생각났는데
0,그게 진짜 인데도
0,또 겨울철 이니깐
0,정해야 할지 고민이 많아 
0,나도 그런 것들의 리스트를 쫙 뽑기 시작했어 
0,돼지고기 맛이 나는데
0,단 관리하면서 운동 열심히 하고 체력 좀 키우려고 너는
0,뭔가 진정한 축하가 아니라 그렇게 사람들이 뭔가 아
0,더 크고 그러면은 이제 우리가 이제 서로
0,이해도 간다 
0,귀찮고 그러니까 
0,괜찮다고 생각해 
0,집에 없을 거고
0,밥 먹으면서
0,내가 아는 오빠는
0,이제 그
0,근데 이 너 그러니까
0,근데 내 생각은 아닌 것 같아
0,응 어느 순간 내 뒷자리에 앉아 있었는데 그때 였나 
0,음 친할수록 
0,나는 솔직히 좀 많이 낳고 싶기는 해 
0,너는 그런 게 있나 
0,그 주변 사람들이랑 만나고 다니면서
0,그리고 또 다른 인형 무슨 인형이었었지 
0,갓 신규로 들어갔을 때는 진짜 못 느꼈는데
0,빌딩에 뭐 청소
0,그러니까 이게
0,것들 기구를 이용해서
0,완주하면 끝 
0,이제 근 성장할 수 있을까 하면서
0,그리고 명절마다 또 지내고 
0,악용되는 사례가 있다고 생각하는데 아직 나오지 않은 거고 
0,상대적인 거라고 생각을 해 
0,쪼금은 웃을 수 있는 상태까지 오셨더라고 그러니까 웃는다 라는 게 좋아서 웃는 건 절대 아니지만
0,그런 어떤
0,진짜 너무 힘든 상황이고 그러면은 쪼금 와도 그래 이해 하는데
0,아 진짜 그러면은 그게 편하겠다 
0,인제는 월 월에 한 번 딱 모아서 하고
0,생각이 안 나잖아 솔직히 중학교 때 일 뭐 몇 년 전이고 
0,어 그거는 저도 마찬가지인데요 
0,언제까지 만드는가 뭐 마음에 안 들 수도 있다고 그렇게 얘기하지만
0,또 사람들이 이거 관리하고
0,뭐할 뭘 할 생각을 가지고 있어 
0,그렇지 맞아 
0,서 이제 뭐 쿠폰을 받는다거나
0,태어났기 때문에 끝까지 살 이유도 없다라고 생각이 들어 
0,이게 진짜 나한테 필요한 건지 가격 너무
0,지은 걸로 알고 있거든 
0,아시는 가구점 하시는 분이 있어 갖고 계속 거기서만 제품을 구매하신단 말이야 
0,저기 드라마 열면 또 그 드라마에서 잘 어울리고 
0,가짜 뉴스라고 하지 
0,그럼 너는
0,그걸 예방 한다고는 하지만
0,내가 노트북을 사고 싶어서 좀 알아봤거든 
0,내가 그 세 명 중에 한 명이 될 수 있냐 이거지 
0,허리를 좀 긴장 시키라는 얘기야
0,그런 걸 알아봐라고
0,생각하는 바가
0,아 지금 그 때나 그런 게 가능하지 지금은 뭐
0,왜 술 먹고 출 수도 있잖아 너 저번에
0,난 그런 거 보면 약간 좀
0,학생이 집에 돌아 가는데
0,있어도 되는데 얘가 예민 친구가 섬세하면은
0,그 아이한테 자기 힘을 이용해서
0,위메이드 맥스는 오늘 상장 안 했나 
0,그러 걱정 없고 일단 애초에
0,티코 사려다가 벤틀리 사는 것처럼 처음에 우리가
0,그래서 그 역이랑 되게 가까운 데
0,선발 과정을 거치는데
0,나도 근데 최근에 봤을 때도
0,택시는 분이라고 뜨는데 걸어선 분인 거야 
0,좀 느껴 보고 싶은 것도 있고
0,뭔가 그 남자 성비가 맞아야지
0,엄청 높게 쌓아올린 고긴데
0,너무 활발하다 특히 뭐
0,먹을 거나 주지 뭐 데려 가고 싶다 이런 얘긴 잘 안 했는데
0,막 진짜 없으면 진짜 안 될 것 같다 그것까지는 아니지만
0,시끌벅적해질 거 같아 
0,나 이거 뭐 사 뭐 사 맨날 이러고 있고
0,그렇게 가도
0,그래서 그때부터 난 너무 무서워졌던 것 같아
0,그 친구 아버지가
0,한 열 열 몇 마리
0,대처해서 키울 수 있을까 
0,가서 보고
0,근데 아무래도 하나만 파면
0,그걸 이용해서 비대면으로 수업도 듣고
0,뭐 즉흥 랩은 아니지만
0,내가 좀 처음에 낯을 가리다 보니까
0,좀비는 아니고 괴물 좀비는 아니에요 
0,우리가 뭐 자료를 직접 찾고 영상이 다 다양하지 않으니까 뭐 책을 찾고
0,내 부모님을
0,이런 거 기분 나빴어 했을 거 같은데
0,이것이 뭐 사람들에 따라서 어떤 사람은 집값이 내리고 어떤 사람은 집값이
0,직접 만드는 회사였는데
0,한번에 다 해결 되네 
0,그 난 이제 오빠랑 저번 주에 얘기를 해 봤어 
0,너는 주로 보는 영상들이 있어 
0,아 나는 당근은 좀 별로야 
0,그 지방 사람들은 뭐 거리가 머니까 그냥 거기서 피로연을 하는 거겠지 
0,해야 되는구나 모양을 선택해야 되는 걸 알았는데도
0,아니 나는 푸른 게 좋긴 좋거든 
0,창의적인 일을 하면서
0,그것을 자주 들어요 
0,음 나는 공기업도 다시 고민을 하고 있긴 한데 요즘
0,처리하기 위해서는 필요한 시설인데
0,생각이 들었거든 
0,수많은 반대에
0,텐 플러슨가 텐인가 그거
0,많이 안 먹어서 어
0,좀 해 볼게 
0,지금 하나도 없어 
0,사진 조명 그
0,취 그 직장 생활이라는 게
0,그래 가지고
0,그래서 물론 나도 비대면 생활 힘들긴 하지만 이런 면에서는
0,왜냐하면은 이제 편의점은 누구나 쉽게 찾으니까 위치만 잘 잡으면
0,그래서 그것도 꽤나 모이면은 꽤나
0,이런 거
0,김 김밥을 쌌는데
0, 대 돼서는 못 만날 거 같아 
0,그냥 한 두 곳만 정해 놓고
0,어플마다 그래서 난 그런 노래 많이 듣고
0,그렇게 고등학교에 들어오면서 쭉 공부하다가
0,평소 정말 예를 들자면
0,한 시나 그때 한번 타 봤어 
0,학창 시절 때 원체
0,아름다운 아이가 될 수도 있었는데
0,어 하루에 한 끼를 먹으라고 먹으려 그랬던 게 아니고
0,올바른 기준은 무엇인가 생각하게 돼
0,나는 작년 
0,그것은 아닌 거야 
0,대기업 하청 업체 어 어 협력 업체 그런 것도 좋은 것 같아 
0,그게 내가 요즘에 이제 빈티지한 옷을 좀 
0,그렇지 여기서 내려 가면은
0,왜냐하면은 그런 상황을 대처를 할 때도 시시 티브이가 있지만
0,근육이 커지는 모습에 계속 운동을 하고 싶더라고 
0,여러 가지 문제점 폐기물 뭐 방사능
0,대회에 만약에
0,점점 더 사람들에 일자리가 그만큼 줄어들 거야
0,반려동물 키우는 것을 후회하지 않았을 것 같아 
0,언니 이번에 우리 언니가 홈쇼핑에서
0,맨날 그러고 봤는데 솔직히 그때는 백예린이
0,뭔가 미안해 가지고 오래 못 있겠더라고 
0,못 가 본 걸 사진으로만 받았는데
0,어 호캉스 안 해 봤어 
0,서울도 막
0,걱정이 조금 되기도 하고
0,누굴 이적시킨다 몇 명은 방출시킨다 이런 것도 많아 갖고 난
0,그 군대 간 친구 있잖아 
0,휘황찬란하게 차려 주니까
0,또 뭐가 있을까 
0,엄마가 지금 있는 엄마 집
0,아빠 겨울옷을 같이 사자고 
